The Baby's Room
Word,XPercentage,YPercentage
shade,0.099609375,0.18115234375
mobile,0.35546875,0.1904296875
teddy bear,0.306640625,0.31884765625
crib,0.2568359375,0.3564453125
bumper,0.32763671875,0.42626953125
baby lotion,0.44287109375,0.26513671875
baby powder,0.470703125,0.26220703125
baby wipes,0.49853515625,0.2626953125
changing table,0.44140625,0.32958984375
cotton swab,0.46630859375,0.35546875
safety pin,0.509765625,0.35546875
disposable diaper,0.556640625,0.29931640625
cloth diaper,0.5791015625,0.4365234375
stroller,0.66748046875,0.36962890625
smoke detector,0.87548828125,0.12060546875
rocking chair,0.154296875,0.4169921875
bottle,0.19140625,0.53271484375
nipple,0.25341796875,0.529296875
stretchie,0.2138671875,0.6103515625
bib,0.25927734375,0.587890625
rattle,0.34130859375,0.55126953125
pacifier,0.3955078125,0.54248046875
walker,0.15283203125,0.8076171875
swing,0.45654296875,0.63916015625
doll house,0.70361328125,0.5751953125
cradle,0.84375,0.48779296875
stuffed animal,0.8828125,0.59326171875
doll,0.912109375,0.6591796875
toy chest,0.92529296875,0.69970703125
playpen,0.7392578125,0.6708984375
puzzle,0.76318359375,0.7919921875
block,0.68798828125,0.83935546875
potty,0.845703125,0.88916015625
