Ailments and Injuries
Word,XPercentage,YPercentage
rash,0.1357421875,0.109375
fever,0.287109375,0.1728515625
insect bite,0.61962890625,0.09228515625
chills,0.8798828125,0.0302734375
black eye,0.1708984375,0.30859375
headache,0.34912109375,0.39794921875
stomachache,0.46875,0.31201171875
backache,0.64794921875,0.40576171875
toothache,0.81982421875,0.33447265625
high blood pressure,0.11572265625,0.5712890625
cold,0.416015625,0.537109375
sore throat,0.56982421875,0.546875
tongue depressor,0.6953125,0.69677734375
sprain,0.9326171875,0.6484375
stretch bandage,0.83544921875,0.56982421875
infection,0.09521484375,0.87744140625
broken bone,0.22021484375,0.78515625
cut,0.4375,0.86376953125
bruise,0.71923828125,0.798828125
burn,0.8095703125,0.787109375
